IMAGE	IMAGE
花火	花火も見よう！
入力	諒さん文字入力中の表示だったから、なにかなーって
着い	もう家着いちゃう！|おうち着いたらしゅぱつー！
ちり	どぬみちりぱござてざやぜぞべでほわべとぬけすにちやはぞくゆがつぱばめとめこれぜろけべあん
ぱござてざやぜぞべでほわべとぬけすにちやはぞくゆがつぱばめとめこれぜろけべあん	どぬみちりぱござてざやぜぞべでほわべとぬけすにちやはぞくゆがつぱばめとめこれぜろけべあん
ゆ	いげうぜぬこゆぞがしずぎいぼふあぎぎずきだしつぬさどぞやぼちくけとべめもぴなそがぼばのん
ぎいぼふあぎぎずきだしつぬさどぞやぼちくけとべめもぴなそがぼばのん	いげうぜぬこゆぞがしずぎいぼふあぎぎずきだしつぬさどぞやぼちくけとべめもぴなそがぼばのん
猛暑	おはよ。今度お盆にいったときめてきて欲しいことがあるので、りょうに電話してきて欲しいって言っといてください。猛暑なのでさきちゃんも気をつけてね。
親子	これから親子丼作ります
にぎやか	あらー！にぎやか！
どちら	どちらでも大丈夫！|どちらの名前も出してるから大丈夫
レジ	いまレジ並び中|レジ側の出入り口でたとこにいます！|レジ並んでます
並び	いまレジ並び中|商店街てんやの並び
モノ	秋モノも少し買ってました|ワンピースはシューラルー、秋モノはGU
シューラルー	ワンピースはシューラルー、秋モノはGU
GU	ワンピースはシューラルー、秋モノはGU
tokyodisneyresort	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/
sp	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/|http://www.princesscruises.jp/sp/travel-agent-list/
attraction	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/
lists	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/
park	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/
tds	http://www.tokyodisneyresort.jp/sp/attraction/lists/park:tds/
うえ	ははうえに聞いてみる！
JR	JRで伊勢市駅から2駅10分かな。
読書	読書は難しい雰囲気だね。とよはちやったー！☺️
！☺	読書は難しい雰囲気だね。とよはちやったー！☺️
きまり	三重行くの22〜23日できまり？
mie	http://s.tabelog.com/mie/A2403/A240301/24000011/table/
table	http://s.tabelog.com/mie/A2403/A240301/24000011/table/
大喜	大喜庵|大喜庵って店はどう？って聞かれて見てみます！|あと、大喜庵の予約11:30に変更したよ
庵	大喜庵|大喜庵って店はどう？って聞かれて見てみます！|あと、大喜庵の予約11:30に変更したよ
店舗	違う店舗みたい
格式	もう少し格式あるよー
テーブル	テーブル席になります。|麻黄湯かな？飲んだー。1品だけどテーブルにおかず作ってあるから良かったら食べてね
コース	また後から料理コースの注文に電話しなきゃいけません。
注文	また後から料理コースの注文に電話しなきゃいけません。|とりあえず40枚招待状注文したよー。|まだ注文決められてないから、ちょうど良かった
予約	6千円で予約しておっけ？|満席で予約だめでしたー！|あと、大喜庵の予約11:30に変更したよ|西崎、浦野で予約してる|第2希望ですね。レストランのあるシーホースにて本予約しました|予約が8時だからねー|ガキ使の録画予約お願いします|予約できてたー！|予約だめでしたー。20組待ちなので別のお店探すね〜|どこも基本的に予約はなくても早めに行けば良さげ|17:30の予約になったんじゃ……|検査結果だけですねー。次は甲状腺機能検査とか1/5予定で予約を入れるように指示受けました。|予約うんぬんはまた後><|あさって、造影検査、しあさってにレントゲン撮影の予約しましたー
まろ	カレー作るから食べてあったまろー！
申し込み	申し込み完了！|申し込みに10万やて|はい！申し込み締め切りを延ばしました！
完了	申し込み完了！
満席	満席で予約だめでしたー！
錦糸町	こっちは錦糸町駅↓
まなみ	ほんとにまなみたちは昼から曇りなら行くとかいうのでもう決まらないからそちらに行くことにします。7時半にマンションのしたに車でつくようにしたいけど大丈夫かな？渋滞してたらわからないけど
そちら	ほんとにまなみたちは昼から曇りなら行くとかいうのでもう決まらないからそちらに行くことにします。7時半にマンションのしたに車でつくようにしたいけど大丈夫かな？渋滞してたらわからないけど
食事	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。|オムツ交換したり食事介助してから、他の親戚と話してたらあっという間！
たく	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。
まわり	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。
迷惑	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。
タクシー	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。|バス恐ろしく混んでるからタクシーで行きます|もう、タクシー乗っちゃった|タクシーだ|諒さんー。タクシー乗ったけど現金のみで支払い大ピンチ|タクシー乗れた|タクシー捕まえたー|タクシーで駅に着きました！|眩しくて外歩けないからタクシーで駅まで来ました。
回り道	おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。|11分の回り道バスに乗るよ
自然	それが一番自然っぽい
梨	梨を待ってる間探してみる〜。どの辺りのエリアがいいか教えて？
辺り	梨を待ってる間探してみる〜。どの辺りのエリアがいいか教えて？
パスタ	コンビニのパスタで済ませちゃった
タオル	洗濯物、タオルだけ畳んで起きました！
キレイ	キレイ！
自宅	明日、伊勢市駅から自宅まで兄の嫁と私がお迎えにあがります。大まかな時間教えてくださいな
大まか	明日、伊勢市駅から自宅まで兄の嫁と私がお迎えにあがります。大まかな時間教えてくださいな
親御	それは西崎さんの親御さんが言い出しっぺやでなー
気合い	お母さん、気合い入ってるんだねー
申請	まぁまぁ。低血糖でちょっと疲れたけど、休日申請しなきゃだし、どのみち出社するw
解決	平和的解決！よかったー！|解決できる方法をようやくみつけたの
限定	ハロウィン限定のペアマグカップ買いました
ペアマグカップ	ハロウィン限定のペアマグカップ買いました
コープ	コープがきた！|はーい。コープに電話してた
まどか	かまどかー
はしご	はしご！
ドンキ	二件目もドンキの近く
デザート	デザート食べてからでます
会計	お会計|まさかの会計で1時間以上待たされてる|お会計して帰ります！|お会計待ち…◞クリニックまで来れたら|お会計終わったでいくね|お会計まち
すま	すまねー
世帯	こんにちは！世帯主私でした！
役所	お役所仕事で婚姻届の確認はしてもらえなかったよ|役所間に合わなかったー。また今度行く
婚姻	お役所仕事で婚姻届の確認はしてもらえなかったよ
眼	眼医者いま終わったー！視力ガタ落ちしてた|眼の使いすぎ、仕事柄もあるけど
視力	眼医者いま終わったー！視力ガタ落ちしてた|病気からくる視力低下じゃないようです！|視力検査と採血だけ終わらせました
ガタ落ち	眼医者いま終わったー！視力ガタ落ちしてた
眼鏡	今度眼鏡らしー|来年、自動車免許更新もあるし…眼鏡かー！似合わない気がして不安|コンタクトにするにもまず眼鏡からって言われたw|眼鏡屋のとこにいるー|眼鏡つくってます
検査	まだ検査に使った目薬で視界ぼやけてる|患者さん転んじゃって、検査に付き添っていました。バスは48分発北口行きに乗ります|ブライダルチェックじゃなくて、不妊原因検査かな|検査結果、問題ない！と|生理日に検査したいらしいので、内診もなかった！(ほっ|検査結果だけですねー。次は甲状腺機能検査とか1/5予定で予約を入れるように指示受けました。|あさって、造影検査、しあさってにレントゲン撮影の予約しましたー|昨日今日の検査は異常ナシ！|視力検査と採血だけ終わらせました|眼科→採血検査→糖尿病看護相談待ちなう
目薬	まだ検査に使った目薬で視界ぼやけてる
視界	まだ検査に使った目薬で視界ぼやけてる
自動車	来年、自動車免許更新もあるし…眼鏡かー！似合わない気がして不安
病気	病気からくる視力低下じゃないようです！
低下	病気からくる視力低下じゃないようです！
視神経	視神経も、血管もバッチリでした
血管	視神経も、血管もバッチリでした
サンマルク	いま商店街のサンマルクで休憩中
ココ	こんにちは！24日のお店はココみたい！
講演	まだ講演会
亀戸	亀戸でのんでるー|亀戸の|いま亀戸
胃	胃もたれ、、ラーメン、、大丈夫かな…？w
エコー	駅前のビッグエコーで1時間ひとり歌ってきます|ビッグエコー入って鞄中ひっくり返してみます。。
ひとり	駅前のビッグエコーで1時間ひとり歌ってきます|ヘルパーさんお休みでひとりもいないよー💦|諒さん済ませてるならひとりで食べて帰ろうか？
締め切り	研修の時間外勤務、今日が締め切りって|今日締め切りだから空白で出そうかと。|はい！申し込み締め切りを延ばしました！
チリ	チリソース！
クリスマス	お母さんとのクリスマス、シチューは私が作らせてもらおうと思います。|無駄にクリスマスお休みです♡
入籍	入籍報告できたー！
報告	入籍報告できたー！|ううん、ごまかし報告しちゃったのが問題になったの。。。自己嫌悪で
葛西	いま葛西駅から新小岩までのバスに乗ったよー
昭和	諒さんて昭和何年生まれ？
生まれ	諒さんて昭和何年生まれ？
本	どこかなー？いい本見つかった？|あららー。私も本持ってきたけど読む気起こらないやw|ムーパで1時間本読んで帰ります
入り口	商店街入り口にいくね|商店街入り口で会おうれ
階	ひとつ上の階のトイレにいってます|下の階に座りますねー|同じ階のカフェに入ってるね
いくら	ほえー。おいくら？？
カーペット	おつかれさまー！カーペット届いたよ！
遠距離	なんか、遠距離時代を思い出すよw
時代	なんか、遠距離時代を思い出すよw
パベポ	お昼ご飯にパベポ食べに行ってくるー
WiFi	携帯のWiFi繋がらないなあーって思った！
半蔵門線	半蔵門線ね
ステージ	アルカキット前のステージでジャズ演奏してる！
ジャズ	アルカキット前のステージでジャズ演奏してる！|小岩のジャズ喫茶は廃業してました
演奏	アルカキット前のステージでジャズ演奏してる！|新年会演奏ふぁいとー
アキバ	はーい！アキバへ行きます|いま新小岩でてアキバむかってるー|アキバで買い物中
おしまい	区役所おしまいー
銀行	銀行いきます
手続き	手続きおわって呼ばれるの待ってる
ほう	ただいま！ほうこくします
帰還	ご帰還お待ちしております！
救急	救急車がねー。
無駄	無駄にクリスマスお休みです♡
ボーナス	ボーナスでましたー！
ゃっほ	きゃっほー
忘年会	こんにちはー！忘年会あしたでしたー
ゅうい	ちゅうい！
ケンタ	諒さん、帰りにケンタお願いします！
ビシッ	は！ゞビシッ!!|ゞビシッ!!
\!\!	は！ゞビシッ!!|ゞビシッ!!
mwed	http://www.mwed.jp/hall/15920/
hall	http://www.mwed.jp/hall/15920/
ヴェルージュ	伊勢ヴェルージュ
鳥羽	鳥羽国際ホテル
国際	鳥羽国際ホテル
ホテル	鳥羽国際ホテル|15日のホテルディナー、時間教えて〜。その時間に合わせて、行き先予定変えくので
貯金	貯金80万きましたー！
ショッツル	うむ！ショッツル攻略ー！
攻略	うむ！ショッツル攻略ー！
バトル	バトルの選択するときに、Yボタンでさんぽ
選択	バトルの選択するときに、Yボタンでさんぽ
Y	バトルの選択するときに、Yボタンでさんぽ
ボタン	バトルの選択するときに、Yボタンでさんぽ
さんぽ	バトルの選択するときに、Yボタンでさんぽ
rhapsody	http://rhapsody.jagmo.jp/
jagmo	http://rhapsody.jagmo.jp/
チケット	チケットとりました|チケット忘れないでね〜💦
先着	先着順だし。。
部	土曜夜の部にしました
停留所	あと停留所4つで駅かな|あと停留所3つだー。予定よりゆっくり|あと停留所４つで着くよー|あと5停留所で新小岩南口|次で北口前停留所だー。
読み	良い読み！
ミスド	ミスドまえ|ミスドまえから南口へ|ミスド前まできました！
マルイ	マルイのほうにバス付きそう。|マルイから！
つま	かいさつまできたー
処理	もう、処理済んでたのに職員やから後回しにされてたー。|処理券って
職員	もう、処理済んでたのに職員やから後回しにされてたー。
後回し	もう、処理済んでたのに職員やから後回しにされてたー。
針	血糖測定の針をセットして刺す機械。この病院で新しく貰ってから全然使ってなかったら無くしちゃった。|ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。|朝から点滴針2人入れて、昼ごはん介助しながら合間みて興奮してる人の相手してる前半戦
機械	血糖測定の針をセットして刺す機械。この病院で新しく貰ってから全然使ってなかったら無くしちゃった。|いままで使ってた機械で指刺してるから測定はできるんだよ。
ソファー	ソファーの下も探したけどそれっぽいのないんだよねー。
下	ソファーの下も探したけどそれっぽいのないんだよねー。|下の階に座りますねー
サイズ	ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。
中	ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。|中にはいっていい？
ヤツ	ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。
手元	ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。
こうかん	そうだよー。こうかん
タダ	やったあ！タダよ！
日勤	今日は日勤業務も少ししてましたー
業務	今日は日勤業務も少ししてましたー|上司いないし、問題もなく業務終えたし！
レストラン	第2希望ですね。レストランのあるシーホースにて本予約しました
シーホース	第2希望ですね。レストランのあるシーホースにて本予約しました
規約	後日規約や申込書とか郵送されますー
申込	後日規約や申込書とか郵送されますー|猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、
郵送	後日規約や申込書とか郵送されますー|猿田彦への入金、前は郵送だった。振込先もわかりません
しゅっぴ	出せます！けど予想外のしゅっぴ！
練	バンド練ふぁいとー！
ばん	ばんちゃんに食べに行ってくるー
善処	善処します。。。|掃除は済んでるけど片付けが進みません善処します
マッサージ	顔マッサージおわったー|7じからマッサージ行ってからかえります|リンパマッサージ中
汚れ	気持ちよかったー！汚れもたくさんとってもらったよー
頬	帰ったら頬っぺたすりすりしてね！
ぺたすりすりしてね	帰ったら頬っぺたすりすりしてね！
ひだり	ひだり
ライトニング	ライトニングさんが「閃光」弾いてる
閃光	ライトニングさんが「閃光」弾いてる
別	別のバンド見ながらシオカラーズまで会場で少しずつ前へ|リハの別のにーさんいたww|バスで別の駅へ流れようとする人でやや混み。|予約だめでしたー。20組待ちなので別のお店探すね〜
シオカラーズ	別のバンド見ながらシオカラーズまで会場で少しずつ前へ
会場	別のバンド見ながらシオカラーズまで会場で少しずつ前へ|試験会場へ向かってます！|会場は江戸川文化ホールってど近所…
VIDEO	VIDEO
M	あと8Mくらいで最前列じゃないかな？
前列	あと8Mくらいで最前列じゃないかな？
本郷	本郷ついたーかえりますー！
多目	昨日のお弁当野菜多目だったけど足りたかな？
ジョナサン	がんばって起きてジョナサンで本読みます|ジョナサンぢかうんだなぁ|ジョナサンの向かい側
松原	松原からかすてら届いたから、楽しみにしててね|桜クーヘンを松原に頼んだよお楽しみに！
かす	松原からかすてら届いたから、楽しみにしててね
長崎	長崎ちゃんぽんの前のゲーセンでディシディアFFしてるねー
ちゃんぽん	長崎ちゃんぽんの前のゲーセンでディシディアFFしてるねー
ゲーセン	長崎ちゃんぽんの前のゲーセンでディシディアFFしてるねー
ディシディア	長崎ちゃんぽんの前のゲーセンでディシディアFFしてるねー
FF	長崎ちゃんぽんの前のゲーセンでディシディアFFしてるねー
焼肉	今日か明日焼肉食べ行こう
指定	時間指定してほしい|真ん中指定なの
ケバブ	ケバブ食べちゃったし、安安かなぁ|北口ケバブ前に
ぢ	ジョナサンぢかうんだなぁ|鍵わかんなくなっぢゃった
本数	バスの本数少ないからまだ乗れてない
ルノワール	ルノワールかな？|ルノワール？|徐莉さんとルノワールにいます
喫茶店	昨日言ってた喫茶店は遠いしね…◞ |言ってた喫茶店来たよー。東海|前から気になってた喫茶店、赤茄子にモーニング食べに来ました|なので、喫茶店で朝ごはん食べる
宝くじ	宝くじ売り場まえにいるね
売り場	宝くじ売り場まえにいるね
スタバ	めちゃ混み、スタバも混み混みでテイクアウトして帰ってきたー
テイクアウト	めちゃ混み、スタバも混み混みでテイクアウトして帰ってきたー
和装	和装だった！素敵です💓
色直し	ドレスへのお色直し待ち。いまBGMアラジンかかってる。イメージ近いよ！
BGM	ドレスへのお色直し待ち。いまBGMアラジンかかってる。イメージ近いよ！|めっちゃ外からのぞき穴覗いたー。ほんとに静か！水槽の水の音、店内のピアノBGM
アラジン	ドレスへのお色直し待ち。いまBGMアラジンかかってる。イメージ近いよ！
拍子	なにかの拍子に上がりそうなスクリーン。山々が見えそう
スクリーン	なにかの拍子に上がりそうなスクリーン。山々が見えそう
山々	なにかの拍子に上がりそうなスクリーン。山々が見えそう
弓道	弓道部員と副顧問
部員	弓道部員と副顧問
顧問	弓道部員と副顧問
ゼクシィ	ゼクシィ風！
Line	さっき長からLineできた
用事	京都へ向かってます。用事済んだらすぐにかえるね|用事が済んだので、マックでグランテリヤキ食べてます。帰りながら錦糸町で写真撮ってくる|なんの用事かしら…こわ
じいちゃん	いまじいちゃん家でました！|京都のじいちゃんが亡くなりました。
オムツ	オムツ交換したり食事介助してから、他の親戚と話してたらあっという間！
交換	オムツ交換したり食事介助してから、他の親戚と話してたらあっという間！
介助	オムツ交換したり食事介助してから、他の親戚と話してたらあっという間！|朝から点滴針2人入れて、昼ごはん介助しながら合間みて興奮してる人の相手してる前半戦
親戚	オムツ交換したり食事介助してから、他の親戚と話してたらあっという間！
台所	台所だけなにも出来なかったー！ゴメンね
モーニング	夜勤一緒だった先輩と、仕事あがりにモーニング奢ってもらったよー。すごく褒めてくれた|モーニング合流しようかな|前から気になってた喫茶店、赤茄子にモーニング食べに来ました
まんが	まんが！
出口	出口へむかいます
有用	諒さんは朝にしてるじゃん！私は帰りに時間あるから有用活用できないかなぁ◞ と思いまして
活用	諒さんは朝にしてるじゃん！私は帰りに時間あるから有用活用できないかなぁ◞ と思いまして
観賞	観賞会のラインナップはどんな感じ？
ラインナップ	観賞会のラインナップはどんな感じ？
合流	モーニング合流しようかな|どこで諒さんと合流するの？|あずさ氏と無事合流できた新小岩
珈琲	珈琲クーヘン10分で400個売り切れ…|珈琲狙ってたけどざんねん|小岩駅前のフルーツパーラー&珈琲専門店にてお昼ご飯です
クーヘン	珈琲クーヘン10分で400個売り切れ…|桜クーヘンを松原に頼んだよお楽しみに！
売り切れ	珈琲クーヘン10分で400個売り切れ…
アレ	真ん中にコーヒーのアレがあるんだってー。
しまむら	しまむらいってきたよー！下着と靴買ったー！|江戸川区役所のしまむらでパーカー買った！かえる
下着	しまむらいってきたよー！下着と靴買ったー！|5千円で靴・服上下1着、下着3枚
上下	5千円で靴・服上下1着、下着3枚
みなみ	みなみね
やる気	提出日前に出すのがやる気。やる気見せろってー。
上司	上司に言われまして。おこです。|上司いないし、問題もなく業務終えたし！
おこ	上司に言われまして。おこです。
敷地	いま敷地でたとこー。バス探してかえりますー
いき	ばすのった！北口いきのやつ|46分発の南口いき乗ります
オサ	おー。私もオサにもう帰りな、って言われて帰ってる
コメダ	コメダいきます！
上着	上着着なおしたよ
煮込み	今夜はトマト煮込み。気をつけて帰ってね
やすみ	２日やすみ！
補	補食のストックを全て食べたので万全です！
ストック	補食のストックを全て食べたので万全です！
万全	補食のストックを全て食べたので万全です！
坂上	坂上忍まじ神😂|おつかれー！さすが坂上！かえってるよー|坂上忍有能
忍	坂上忍まじ神😂|坂上忍有能
神	坂上忍まじ神😂
選択肢	選択肢は無かったんや…
女子	はーい！女子ばかりでわいわい
ぐで	疲れてぐでーんとしてます
クオリティ	クオリティに安心感あるし、他の上映作品に惹かれなかった
上映	クオリティに安心感あるし、他の上映作品に惹かれなかった
作品	クオリティに安心感あるし、他の上映作品に惹かれなかった
水田	水田わさびドラちゃんの映画観るの初めてだったから新鮮だったよ
わさび	水田わさびドラちゃんの映画観るの初めてだったから新鮮だったよ
ドラ	水田わさびドラちゃんの映画観るの初めてだったから新鮮だったよ
SSR	SSRさきちゃんです！
招待	招待する人書き出してるー。きっと起きてます|兄達に招待リストの相談してたー|とりあえず40枚招待状注文したよー。|切手だけ、招待状の重さ計らなきゃ値段変わってくるから買えなかった。|ペーパークラフトの指環。式の招待状とかに使えそうなの
ギレ	ええやつ買うたわ(半ギレ
年寄り	4万後半だとお年寄り向けのしかなかった
最新	値段変わらないから最新式を選びました！
スマホ・タブレット	録画したのがスマホ・タブレットで見れるよ！やったね！
猿	猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、|猿田彦への入金、前は郵送だった。振込先もわかりません
田彦	猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、|猿田彦への入金、前は郵送だった。振込先もわかりません
現金	猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、|現金書留送れました！|諒さんー。タクシー乗ったけど現金のみで支払い大ピンチ
書留	猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、|現金書留送れました！
参列	私は参列者人数固めなきゃね
人数	私は参列者人数固めなきゃね
試乗	試乗会、1日なら行けるよ
確定	うん。でも30日の夜勤は確定だから1日夜勤明け、2日休みはほぼ確定よ
HDMI	HDMIの線が形合わなかった…
線	HDMIの線が形合わなかった…
形	HDMIの線が形合わなかった…
兄達	兄達に招待リストの相談してたー
かや	かやば？
ラスト	ラストオーダーが30分だ
背中	背中とっても綺麗にしてもらったよ！|でも背中とても綺麗になりました！
折りたたみ	折りたたみ自転車
種類	2万2〜3千円！2種類のみ取り扱ってるそう
カタログ	カタログはないってー。もらえなかった
目黒	一枚目黒色。二枚目緑
二枚目	一枚目黒色。二枚目緑
東海	言ってた喫茶店来たよー。東海
おば	おばちゃん達多い
配膳	配膳は他のお客さんたちがしてくれてびっくりしたw
熱	おつかれさま！頭痛がするー。熱測ったら37度でした|謝って熱盛と出てしまいました
麻黄	麻黄湯かな？飲んだー。1品だけどテーブルにおかず作ってあるから良かったら食べてね
湯	麻黄湯かな？飲んだー。1品だけどテーブルにおかず作ってあるから良かったら食べてね
たん	月曜に私に連絡か朝からたんとうさんがくるって|なに飲む？ダカラとかスポドリ系？たんさん？
とうさん	月曜に私に連絡か朝からたんとうさんがくるって|とうさんと私
croon	croon a songいきます
song	croon a songいきます|http://wedding07.com/arashi-song-1828
UR	隣のUR
所要	行き道の所要時間15分
遅れ	バス混んでないし、遅れもないから|千葉行き快速が15分遅れだって
リハ	リハの別のにーさんいたww
musictable	http://musictable.jp/detail/finalfantasy_wedding.html?color=color5
detail	http://musictable.jp/detail/finalfantasy_wedding.html?color=color5
finalfantasy	http://musictable.jp/detail/finalfantasy_wedding.html?color=color5
wedding	http://musictable.jp/detail/finalfantasy_wedding.html?color=color5|http://wedding07.com/arashi-song-1828
color	http://musictable.jp/detail/finalfantasy_wedding.html?color=color5
ジャンル	ジャンル別結婚式の曲リストの例だって〜
結婚式	ジャンル別結婚式の曲リストの例だって〜
インスリン	インスリンお家だー|200台まで上がって、またインスリン打ってぼちぼち帰ります|基礎インスリン量ちょびっと増やして様子見です。帰ります|おつかれさまです！ひさびさの血糖値450でダウン⤵️追加インスリンしてゆっくりしてます…😭
異動	こんにちは！異動は保留で9月まで同じ部署になりました！
保留	こんにちは！異動は保留で9月まで同じ部署になりました！|看護相談は保留でまた眼科きましたw
部署	こんにちは！異動は保留で9月まで同じ部署になりました！|お通夜は部署代表の師長が行くことになりました。
はや	おはや
アローワンス	アローワンスで帰れました
試験	試験会場へ向かってます！
江東	江東区までバス出てるから…
通常	通常どおり！
よせ	よせ？
診断	健康診断おつかれさま！|健康診断もお疲れ様でしたね！朝ごはん抜きのぶん、好きなもの作るから！|診断書貰ったー
活動	お昼ご飯食べる！活動はじめるよ！
ボーダー	海が見えるしボーダーのデザインにします！
デザイン	海が見えるしボーダーのデザインにします！
日程	日程ね|いま病院で待ってる。先生変わったんだけど、サップの日程調整してもらってます
大安	6/17か23日の大安に発送手配予定するように。と橋本さんより。
発送	6/17か23日の大安に発送手配予定するように。と橋本さんより。
手配	6/17か23日の大安に発送手配予定するように。と橋本さんより。
橋本	6/17か23日の大安に発送手配予定するように。と橋本さんより。
宅配	宅配ピザ頼もうかな…
ピザ	宅配ピザ頼もうかな…
としこ	おばあちゃん→としこ さん
叔父さん	叔父さんからの読み教えてほしい
印刷	名前は印刷に必須なんだ|住所埋まってない人達はみんな名前だけ印刷する？|名前だけの印刷？
手書き	名前が抜けてるところは住所も手書きで書こうか
空白	今日締め切りだから空白で出そうかと。
人達	住所埋まってない人達はみんな名前だけ印刷する？
連名	おばあちゃんは、お父さんと連名にする？
切手	切手だけ、招待状の重さ計らなきゃ値段変わってくるから買えなかった。|コンビニで切手買ってハガキ出してください
イラスト	イラスト用にどれを送ろうか？
択	3択！
鰻	ごめん、今晩ごはんは鰻で
食欲	食欲なくてごはん食べられない
早番	明日は早番7:45〜出勤でした|早番なのに帰る時間中番と変わらん
出勤	明日は早番7:45〜出勤でした
経過	途中経過
道	道も空いてるから、10分で着きそう|うんうん！前の道が川みたいだよー
４つ	あと停留所４つで着くよー
ピンチ	諒さんー。タクシー乗ったけど現金のみで支払い大ピンチ
パチンコ	パチンコ屋の前に止めてもらうよー。|あの、パチンコ屋のとこ右に曲がった
向かい側	ジョナサンの向かい側
ゆう	ゆうや氏から完成モデル|ゆうさんたちは昼過ぎに東京出発したって。
氏	ゆうや氏から完成モデル
黒色	黒色たくしーでいきます
猫	髪整えて、猫の秘密基地にきてます
秘密	髪整えて、猫の秘密基地にきてます
基地	髪整えて、猫の秘密基地にきてます
タヌ	タヌちゃん
着替え	1回、着替えに帰ります
徳江	徳江さんもいっしょ！
いっしょ	徳江さんもいっしょ！|いっしょだ
てん	商店街てんやの並び
ytk	http://www.ytk.co.jp/cruise/princesscruises/tour/schedule/3509
cruise	http://www.ytk.co.jp/cruise/princesscruises/tour/schedule/3509
princesscruises	http://www.ytk.co.jp/cruise/princesscruises/tour/schedule/3509|http://www.princesscruises.jp/sp/travel-agent-list/
tour	http://www.ytk.co.jp/cruise/princesscruises/tour/schedule/3509
schedule	http://www.ytk.co.jp/cruise/princesscruises/tour/schedule/3509
travel	http://www.princesscruises.jp/sp/travel-agent-list/
agent	http://www.princesscruises.jp/sp/travel-agent-list/
list	http://www.princesscruises.jp/sp/travel-agent-list/|https://michiaki.publications.jp/products/list.php?transactionid=1b3fcdb959c093ca44bea5469941189cd44b974c&mode=&category_id=15&maker_id=0&name=&orderby=&disp_number=15&pageno=5&rnd=bia&book_id=
HIS	HISで来年のクルーズパンフレットもらったよー
クルーズ	HISで来年のクルーズパンフレットもらったよー
パンフレット	HISで来年のクルーズパンフレットもらったよー
arashi	http://wedding07.com/arashi-song-1828
ssc	http://www.jalan.net/us/usp1400/usw1402.do?ssc=95830&distCd=05&searchModeTab=1
distCd	http://www.jalan.net/us/usp1400/usw1402.do?ssc=95830&distCd=05&searchModeTab=1
searchModeTab	http://www.jalan.net/us/usp1400/usw1402.do?ssc=95830&distCd=05&searchModeTab=1
kyushu	http://kyushu-fukkou.jp
fukkou	http://kyushu-fukkou.jp
けっこう	いえ！けっこうです！！
愚痴	そのままカラオケ行ってくる(愚痴会
